  
 ------------------------
 2D Mesh Quality Measures
 ------------------------
  
Signed Area     Aspect Ratio    Condition       Edge Ratio      Jacobian        Minimum Angle   Maximum Angle   Area Sign       
      1.0741E+00      1.1249E+00      1.0207E+00      1.1850E+00      9.8869E-01      8.3679E+01      9.7607E+01      1.0000E+00
      1.1127E+00      1.1089E+00      1.0285E+00      1.1456E+00      1.0298E+00      7.7700E+01      1.0133E+02      1.0000E+00
      1.0169E+00      1.0125E+00      1.0039E+00      1.0361E+00      9.9770E-01      8.5409E+01      9.4720E+01      1.0000E+00
      9.8787E-01      1.0236E+00      1.0020E+00      1.0462E+00      9.5723E-01      8.6439E+01      9.2563E+01      1.0000E+00
      9.8984E-01      1.0247E+00      1.0062E+00      1.0471E+00      9.5308E-01      8.3625E+01      9.4437E+01      1.0000E+00
      6.3751E-01      1.3098E+00      1.2663E+00      1.6011E+00      3.7834E-01      6.9921E+01      1.2685E+02      1.0000E+00
      6.3674E-01      1.3145E+00      1.2644E+00      1.6039E+00      3.7827E-01      6.9800E+01      1.2678E+02      1.0000E+00
      1.0401E+00      1.1505E+00      1.0306E+00      1.3067E+00      8.7511E-01      7.7114E+01      9.9728E+01      1.0000E+00
      1.1458E+00      1.0970E+00      1.0309E+00      1.1612E+00      1.0240E+00      7.6129E+01      9.9756E+01      1.0000E+00
      1.0189E+00      1.0177E+00      1.0022E+00      1.0328E+00      9.9837E-01      8.6270E+01      9.2633E+01      1.0000E+00
      1.0358E+00      1.0203E+00      1.0009E+00      1.0400E+00      1.0247E+00      8.9134E+01      9.1425E+01      1.0000E+00
      1.0358E+00      1.0203E+00      1.0009E+00      1.0400E+00      1.0247E+00      8.9134E+01      9.1425E+01      1.0000E+00
      1.0189E+00      1.0177E+00      1.0022E+00      1.0328E+00      9.9837E-01      8.6270E+01      9.2633E+01      1.0000E+00
      1.1458E+00      1.0970E+00      1.0309E+00      1.1612E+00      1.0240E+00      7.6129E+01      9.9756E+01      1.0000E+00
      1.0401E+00      1.1505E+00      1.0306E+00      1.3067E+00      8.7511E-01      7.7114E+01      9.9728E+01      1.0000E+00
      6.3674E-01      1.3145E+00      1.2644E+00      1.6039E+00      3.7827E-01      6.9800E+01      1.2678E+02      1.0000E+00
      7.2144E-01      1.3544E+00      1.1966E+00      1.6541E+00      4.5972E-01      6.9035E+01      1.2204E+02      1.0000E+00
      9.2100E-01      1.0368E+00      1.0066E+00      1.1115E+00      8.6760E-01      8.6129E+01      9.2596E+01      1.0000E+00
      1.0219E+00      1.0304E+00      1.0017E+00      1.0600E+00      9.8982E-01      8.8504E+01      9.2111E+01      1.0000E+00
      1.0219E+00      1.0304E+00      1.0017E+00      1.0600E+00      9.8982E-01      8.8504E+01      9.2111E+01      1.0000E+00
      9.2100E-01      1.0368E+00      1.0066E+00      1.1115E+00      8.6760E-01      8.6129E+01      9.2596E+01      1.0000E+00
      7.2144E-01      1.3544E+00      1.1966E+00      1.6541E+00      4.5972E-01      6.9035E+01      1.2204E+02      1.0000E+00
      6.1121E-01      1.4469E+00      1.1808E+00      1.6795E+00      4.4674E-01      6.2779E+01      1.1542E+02      1.0000E+00
      5.6731E-01      1.2274E+00      1.1807E+00      1.3892E+00      3.7329E-01      7.6046E+01      1.2205E+02      1.0000E+00
      9.4448E-01      1.1153E+00      1.0293E+00      1.2730E+00      8.1448E-01      8.3188E+01      9.8738E+01      1.0000E+00
      1.1155E+00      1.0759E+00      1.0080E+00      1.1327E+00      1.0419E+00      8.5932E+01      9.3638E+01      1.0000E+00
      1.1155E+00      1.0759E+00      1.0080E+00      1.1327E+00      1.0419E+00      8.5932E+01      9.3638E+01      1.0000E+00
      9.4448E-01      1.1153E+00      1.0293E+00      1.2730E+00      8.1448E-01      8.3188E+01      9.8738E+01      1.0000E+00
      5.6731E-01      1.2274E+00      1.1807E+00      1.3892E+00      3.7329E-01      7.6046E+01      1.2205E+02      1.0000E+00
      6.1121E-01      1.4469E+00      1.1808E+00      1.6795E+00      4.4674E-01      6.2779E+01      1.1542E+02      1.0000E+00
      9.3521E-01      1.1380E+00      1.0335E+00      1.2862E+00      7.4737E-01      7.5460E+01      9.8586E+01      1.0000E+00
      5.0348E-01      1.2169E+00      1.1121E+00      1.4791E+00      3.2958E-01      7.5276E+01      1.1536E+02      1.0000E+00
      5.2120E-01      1.2477E+00      1.1659E+00      1.5325E+00      3.7941E-01      6.8466E+01      1.1755E+02      1.0000E+00
